id,question,answer,category,keywords
DFL_002,How often can I donate platelets?,"You can donate platelets much more frequently than whole blood - every 7 days (up to 24 times per year). Platelets regenerate quickly. Because of this, platelet donors are always in high demand. The donation process takes longer (about 2 hours) but helps cancer patients greatly.",donation_frequency_limits,"platelets, frequency, 7 days, 24 times, cancer patients"
DFL_003,How often can I donate plasma?,"You can donate plasma every 28 days (about 13 times per year). Plasma regenerates faster than red blood cells. Plasma donation takes longer and uses different equipment. Plasma is crucial for burn victims, trauma patients, and clotting disorders.",donation_frequency_limits,"plasma, frequency, 28 days, 13 times, burn victims"
DFL_004,How often can I donate double red blood cells?,"You can donate double red cells (2 units of red cells at once) every 16 weeks (112 days). This is for men over 5'1"" and women over 5'5"" who meet higher hemoglobin requirements. Double red donation is more efficient but requires stricter eligibility. Check with your local center.",donation_frequency_limits,"double red cells, frequency, 16 weeks, hemoglobin"
DFL_005,What is the maximum number of times I can donate blood per year?,"With the 56-day minimum interval, the maximum is about 6 times per year. Some countries with 84-day intervals allow 4 times per year. Platelets can be donated up to 24 times per year. Always follow your local blood center's guidelines and ensure you're maintaining good health.",donation_frequency_limits,"maximum, per year, 6 times, 24 times, platelets"
DFL_006,Why is there a waiting period between donations?,Your body needs time to replace the donated red blood cells and replenish iron stores. Red blood cells take about 56 days to fully regenerate. Iron takes even longer to replace. The waiting period ensures you stay healthy and your blood quality remains good for recipients.,donation_frequency_limits,"waiting period, 56 days, regenerate, iron"
DFL_007,What happens if I donate too frequently?,"Donating more frequently than recommended can lead to anemia, iron deficiency, fatigue, and other health problems. Blood centers track donations and will not allow you to donate before the minimum interval. These limits are for donor safety and blood quality.",donation_frequency_limits,"too frequently, anemia, iron deficiency, fatigue"
DFL_008,Can I skip the waiting period in an emergency?,"No, the waiting period is mandatory even in emergencies. Blood centers will not make exceptions. If there's an emergency and you're not eligible, encourage other eligible donors to help. The waiting period ensures donor safety and blood quality.",donation_frequency_limits,"emergency, skip waiting, mandatory, safety"
SR_001,Is blood donation safe?,"Yes, blood donation is completely safe according to WHO. All equipment (needles, tubing, collection bags) is sterile, single-use, and disposable. Nothing is ever reused. You cannot get HIV, hepatitis, or any disease from donating. The entire process is supervised by trained professionals. Minor side effects like mild bruising or lightheadedness may occur but are temporary.",safety_risks,"safe, WHO, sterile, single-use, side effects"
SR_002,Can you get HIV from donating blood?,"No, absolutely not. The needle and collection equipment are sterile and used only once. They are never reused. HIV and other viruses cannot be transmitted through blood donation. This is a common myth with no truth to it.",safety_risks,"HIV, myth, sterile, equipment"
SR_003,Can you get hepatitis from donating blood?,"No, you cannot get hepatitis from donating blood. All equipment is sterile and single-use. The collection bag and tubing are never reused. Safety standards are extremely high. Every precaution is taken to ensure donor safety.",safety_risks,"hepatitis, sterile, single-use, safety"
SR_004,What are the side effects of blood donation?,"Common, minor side effects: Lightheadedness or dizziness (temporary), Mild bruising at needle site, Soreness in the arm, Fatigue for a few hours. These are temporary and resolve within hours to days. Serious side effects are extremely rare. Staff monitor you during and after donation to ensure safety.",safety_risks,"side effects, lightheaded, bruising, fatigue"
SR_005,Will donating blood weaken my immune system?,"No, donating blood does not weaken your immune system. Your immune system remains fully functional. The small amount of blood removed doesn't affect your body's ability to fight infections. Your white blood cell count returns to normal quickly. Donors are not more susceptible to illness.",safety_risks,"immune system, weaken, infections, white blood cells"
SR_006,Will I gain or lose weight from donating blood?,"You may lose about 1 pound (450g) temporarily from the fluid removed, but this returns within 24-48 hours as you hydrate. There's no lasting weight change. Don't donate to lose weight - it's not effective and potentially dangerous. Focus on healthy diet and exercise for weight management.",safety_risks,"weight, lose weight, gain, temporary"
SR_007,Can I faint while donating blood?,"Fainting is rare but possible, especially among first-time donors or those who are nervous, dehydrated, or haven't eaten. Staff are trained to prevent and handle fainting. If you feel faint, tell staff immediately. They'll stop donation and help you. Most fainting episodes can be prevented by eating well, staying hydrated, and resting after donation.",safety_risks,"faint, fainting, nervous, dehydrated"
SR_008,What happens if I faint during donation?,"If you feel faint, tell staff immediately. They'll stop the donation, lower your head or have you lie down with feet elevated, provide cool air, and give you fluids. You'll recover within minutes. Staff will monitor you until you're fully recovered. You may not complete the donation if you faint, which is fine.",safety_risks,"faint, staff, recover, lie down"
SR_009,What are the risks of blood donation?,"Risks are minimal: Minor bruising or soreness at needle site, Temporary lightheadedness, Rarely, fainting, Very rarely, nerve irritation (numbness in arm), Extremely rarely, arterial puncture (needle hits artery instead of vein). Serious complications are extremely rare. The benefits far outweigh the minimal risks.",safety_risks,"risks, bruising, fainting, nerve irritation"
SR_010,Is blood donation painful?,Most donors report little to no pain. You'll feel a quick pinch when the needle is inserted - similar to a vaccine shot or blood test. The actual blood collection is painless. Some people have sensitive veins and may feel mild discomfort. Staff try to make the experience as comfortable as possible.,safety_risks,"painful, pain, pinch, needle"
SR_011,Can I get an infection from donating blood?,"No, infections cannot occur from donating blood. Everything that touches your blood is sterile and single-use. Your skin is thoroughly cleaned before needle insertion. The collection bag and tubing are never reused. There's no risk of HIV, hepatitis, or any other infection.",safety_risks,"infection, sterile, single-use, HIV, hepatitis"
SR_012,Is there enough blood taken to affect my health?,"No, the amount taken (about 1 pint/450 mL) is safe for healthy adults. It's about 10% of your total blood volume. Your body replaces the plasma within 24-48 hours and red blood cells within weeks. Donating does not affect your overall health if you follow guidelines. Millions donate regularly with no health issues.",safety_risks,"health, 450 mL, 1 pint, 10%, safe"
SR_013,Can donating blood cause anemia?,"Regular blood donation can lower iron stores and may lead to anemia if not managed. That's why there are minimum intervals between donations. However, with proper diet including iron-rich foods, most donors maintain healthy iron levels. Your hemoglobin is tested before each donation to ensure safety.",safety_risks,"anemia, iron, hemoglobin, diet"
SR_014,Is blood donation safe for first-time donors?,"Yes, completely safe. First-time donors may be more likely to feel lightheaded due to nervousness, but this is temporary. Staff are experienced with first-time donors and will guide you through the process. Your health is monitored before, during, and after donation. Most first-time donors say it was easier than expected.",safety_risks,"first-time donors, safe, nervous, monitored"
BD_001,Why should I donate blood?,"Blood donation saves lives - one donation can help up to 3 patients. There's no substitute for human blood. Every 2 seconds someone needs blood. Your donation is used for surgeries, cancer treatment, childbirth complications, trauma, and many other medical needs. It's the easiest way to save a life.",benefits_of_donation,"save lives, 3 patients, surgeries, cancer"
BD_002,How many lives does one blood donation save?,"One whole blood donation can help up to 3 patients because blood is separated into components: Red blood cells, platelets, and plasma. Each component can help different patients. Your single donation could help a trauma patient, a cancer patient, and a surgery patient simultaneously.",benefits_of_donation,"save lives, 3 patients, components, trauma"
BD_003,What are the health benefits of donating blood?,"Potential benefits include: Free health screening (blood pressure, hemoglobin, infectious disease testing), Reduction of excess iron (beneficial for cardiovascular health), Improved blood flow, Sense of purpose and community service, Some studies suggest regular donation may reduce heart attack risk, Calorie burn (about 650 calories per donation). The main benefit is helping others!",benefits_of_donation,"benefits, health screening, iron, cardiovascular"
BD_004,Does donating blood reduce heart attack risk?,"Some studies suggest regular blood donation may reduce cardiovascular risk in men by reducing iron levels, which can contribute to oxidative stress. However, this benefit is not definitively proven and shouldn't be the main reason to donate. Donate to help others - any health benefits are a bonus!",benefits_of_donation,"heart attack, cardiovascular, iron, studies"
BD_005,Does donating blood help with weight loss?,"You temporarily lose about 1 pound (450g) from the donated blood, but this returns as you rehydrate. Donating is not an effective weight loss method. Focus on diet and exercise for weight management. Any 'weight loss' from donation is temporary fluid loss.",benefits_of_donation,"weight loss, temporary, rehydrate"
BD_006,Does donating blood improve blood flow?,"Some research suggests regular donation may improve blood flow by reducing blood viscosity (thickness). This is because donors have fewer red cells temporarily. However, this isn't a proven major health benefit. Donate to help others, not for this theoretical benefit.",benefits_of_donation,"blood flow, viscosity, red cells"
BD_007,What do I get for donating blood?,"While compensation varies by country, most donors receive: Satisfaction of saving lives, Free health screening, Snacks and drinks after donation, Some centers provide donor T-shirts or small items, Many have donor recognition programs, In some countries, donors receive blood credits for themselves/family. The real reward is knowing you helped someone.",benefits_of_donation,"reward, satisfaction, screening, recognition"
BD_008,Can I donate blood for my own future use?,"Yes, you can donate for your own future surgery (autologous donation). This must be arranged in advance through your doctor and blood center. Your blood is set aside specifically for your use. This is done when scheduled surgery is planned and blood might be needed.",benefits_of_donation,"autologous donation, surgery, future use"
BD_009,Can I designate my donation for a specific person?,"Yes, you can make a directed donation for a specific patient. This requires coordination between you, the patient's doctor, and the blood center. The patient must have a documented need. Directed donations are subject to compatibility testing and the same safety screening as regular donations.",benefits_of_donation,"directed donation, specific patient, compatibility"
BD_010,What is a blood donor card?,"A donor card (or donor ID) is issued after your first donation. It contains your donor number, blood type, and donation history. It speeds up future donations by providing your information. Many centers now use apps or digital cards. Keep your donor information updated.",benefits_of_donation,"donor card, donor ID, blood type, history"
BD_011,What is the blood donor recognition program?,"Many blood centers have programs to recognize regular donors: Bronze level (1-5 donations), Silver level (6-10 donations), Gold level (11+ donations), Some give awards at milestones (10, 25, 50, 100 donations). Recognition may include pins, certificates, or special events. It's a way to thank committed donors.",benefits_of_donation,"recognition, milestones, bronze, silver, gold"
ES_001,What is emergency blood donation?,"Emergency blood donation is needed when there's urgent, high demand for blood - mass casualty events, disasters, or severe shortages. O- is especially critical as universal donor. Blood centers may issue urgent appeals, extend hours, or offer expedited processing. Consider responding to emergency appeals if eligible.",emergency_sos,"emergency, disaster, shortage, O-"
ES_002,What is an SOS blood request?,"SOS (emergency) blood requests are urgent calls for specific blood types for critical patients. In our Blood Donation App, SOS requests: Alert nearby eligible donors, Show donor locations on map, Enable real-time response tracking, Prioritize emergency notifications. These are time-critical requests for patients in immediate need.",emergency_sos,"SOS, emergency, app, tracking, notifications"
ES_003,What should I do if I receive an SOS blood request?,"If you receive an emergency blood request and are eligible: Respond promptly through the app with your availability, Provide your estimated arrival time, Follow all safety guidelines, Bring your donor ID/CNIC, Complete health screening honestly, Donate if eligible. Quick response saves lives in emergencies.",emergency_sos,"SOS, respond, eligible, safety, CNIC"
ES_004,Why are O- donors especially important in emergencies?,"O- is the universal donor type - can be given to anyone in emergencies when there's no time to type the patient's blood. In trauma situations, seconds matter. O- is crucial for stockpiling for disasters. O- donors are especially urged to respond to emergency appeals.",emergency_sos,"O-, universal donor, emergency, trauma"
ES_005,What blood types are most needed in emergencies?,"Priority order for emergency needs: O- (universal donor, always critical), O+ (most common, can donate to all positive types), Rh-negative types (A-, B-, AB-, O-). All types are needed, but these are especially valuable in emergencies.",emergency_sos,"emergency, O-, O+, Rh-negative"
ES_006,How does the Blood Donation App SOS feature work?,"The SOS feature allows patients to send emergency blood requests: Patient enters blood type and location, App alerts all eligible nearby donors, Donors can respond with ETA, Real-time tracking shows donor locations, Emergency requests are prioritized in notifications. It connects urgent need with willing donors quickly.",emergency_sos,"SOS feature, app, alerts, tracking, ETA"
ES_007,Can I donate blood if I've received an emergency call?,"Yes! If you receive an emergency call or app notification and you're eligible, please respond. Emergency blood is urgently needed. Make sure you meet eligibility criteria, haven't donated recently (56-day minimum), feel healthy and well-hydrated. Your quick response can save a life.",emergency_sos,"emergency call, eligible, 56 days, save life"
ES_008,What should I do if I need emergency blood?,"If you need emergency blood: Contact your hospital blood bank directly, Use our app's SOS feature to request donors, Call emergency services for medical help first, Don't delay medical care for blood donation - hospitals have emergency stock, Communicate clearly about blood type needed.",emergency_sos,"emergency blood, hospital, SOS, emergency services"
PS_001,What are the blood donation requirements in Pakistan?,"Pakistan follows WHO guidelines: Age 18-65 years, Weight minimum 50 kg, Hemoglobin ≥12.5 g/dL (women), ≥13.0 g/dL (men), Good general health, No recent tattoos (6-month wait), No recent piercings (3-month wait), Valid CNIC required. Additional criteria may apply per blood bank.",pakistan_specific,"Pakistan, requirements, CNIC, WHO"
PS_002,Which blood types are most common in Pakistan?,"In Pakistan, B+ is the most common blood type (~35%), followed by O+ (~30%), A+ (~20%), AB+ (~10%). Negative types are rare. Knowing the common types helps blood banks maintain adequate stocks. Despite B+ being common, O- is always critical as universal donor.",pakistan_specific,"Pakistan, blood types, B+, O+, common"
PS_003,Can I donate blood during Ramadan in Pakistan?,"Yes, but not while fasting. Donate after Iftar when you've broken your fast with food and water. Many blood banks extend evening hours during Ramadan. Plan ahead if you're a regular donor - donate before Ramadan begins if you'll be fasting. Stay well-hydrated between Iftar and Suhoor.",pakistan_specific,"Pakistan, Ramadan, fasting, Iftar"
PS_004,What ID is required for blood donation in Pakistan?,"A valid CNIC (Computerized National Identity Card) is required. Some centers may accept passport or driver's license as secondary ID, but CNIC is the standard. Always bring your original CNIC - copies are not accepted. First-time donors must complete full registration.",pakistan_specific,"Pakistan, CNIC, ID, registration"
PS_005,Which blood banks in Pakistan can I donate at?,"Major blood donation centers in Pakistan include: Pakistan Red Crescent Society (nationwide), Edhi Blood Bank, Sundas Foundation, Fatimid Foundation, Indus Hospital Blood Bank, Shaukat Khanum Hospital, Many private and government hospital blood banks. Use our app to find nearby centers.",pakistan_specific,"Pakistan, blood banks, Red Crescent, Edhi, Fatimid"
PS_006,Can I donate blood if I have thalassemia trait?,"If you have thalassemia minor (trait), you may be eligible depending on your hemoglobin levels. However, many blood centers defer thalassemia carriers. Thalassemia major patients cannot donate. If you have thalassemia trait, consult with the blood bank about eligibility - you may still be able to help in other ways.",pakistan_specific,"Pakistan, thalassemia, trait, hemoglobin"
PS_007,Are there any travel restrictions for blood donation in Pakistan?,"Travel to certain areas may cause temporary deferral: Malaria-endemic areas within Pakistan may require 3-12 month wait, International travel has specific waiting periods based on disease risk. Always inform staff about recent travel when donating. Honesty about travel history protects blood safety.",pakistan_specific,"Pakistan, travel, malaria, deferral"
MM_001,Can I get AIDS from donating blood?,"No, this is a complete myth. You cannot get HIV or AIDS from donating blood. All equipment is sterile and single-use. Nothing is ever reused. There is zero risk of HIV transmission. This myth has discouraged many from donating but has no basis in reality.",myths_misconceptions,"myth, AIDS, HIV, sterile"
MM_002,Will donating blood make me weak?,"No, you won't become weak from donating. You may feel slightly tired for a few hours, but this passes quickly. Your body replaces the donated blood within days. Millions of people donate regularly and lead completely normal, active lives. Athletes, soldiers, and manual laborers all donate without lasting weakness.",myths_misconceptions,"myth, weak, tired, active"
MM_003,Will donating blood affect my physical performance?,"For the first 24 hours after donation, avoid strenuous exercise. After that, your performance returns to normal. Regular donors have no long-term performance issues. Professional athletes even donate blood during off-seasons. Just wait a day before intense training.",myths_misconceptions,"myth, performance, exercise, athletes"
MM_004,Can I donate blood if I'm vegetarian?,"Yes, vegetarians can donate blood! However, vegetarians may have lower iron stores. Focus on iron-rich plant foods: spinach, lentils, beans, fortified cereals, dried fruits. Combine with Vitamin C for better absorption. Many vegetarians are successful regular donors.",myths_misconceptions,"myth, vegetarian, iron, plant foods"
MM_005,Is blood donation against my religion?,"Most major religions support blood donation as an act of saving lives. In Islam, saving a life is highly valued, and blood donation is considered permissible and praiseworthy by most Islamic scholars. Religious leaders of all faiths generally endorse donation as a humanitarian act.",myths_misconceptions,"myth, religion, Islam, saving lives"
MM_006,Will donating blood affect my monthly cycle?,"No, blood donation does not affect menstrual cycles or hormone levels. However, menstruation can lower hemoglobin, so you may be temporarily deferred if hemoglobin is too low. Otherwise, donation and menstruation are unrelated. Women can donate at any time in their cycle if hemoglobin meets requirements.",myths_misconceptions,"myth, menstrual cycle, hormones, hemoglobin"
MM_007,Can I donate blood if I'm on my period?,"Yes, as long as your hemoglobin meets the minimum requirement (≥12.5 g/dL). However, menstruation can temporarily lower hemoglobin, making you more likely to be deferred. If deferred, wait until after your period ends and iron levels recover before trying again.",myths_misconceptions,"myth, period, menstruation, hemoglobin"
MM_008,Does donating blood hurt my veins?,"Repeated blood donation does not damage veins. Blood draw experts use proper technique to minimize vein impact. Veins can become more visible over time. Some people have better veins for donation than others. If you have small or difficult veins, staff will use their expertise to make it work.",myths_misconceptions,"myth, veins, damage, technique"
MM_009,Will my blood be sold for profit?,"Blood donations are not sold for profit in Pakistan's major blood banks. Donated blood is used to help patients. Some processing fees may be charged to recipients to cover testing, storage, and transport costs, but the blood itself is donated freely. Your donation saves lives, not makes profit.",myths_misconceptions,"myth, sold, profit, Pakistan"
MM_010,Is it true that blood is only needed after disasters?,"No, blood is needed every day, not just after disasters. While disasters increase demand, blood is constantly needed for: surgeries (planned and emergency), cancer treatment, childbirth complications, trauma, blood disorders. Regular donation maintains adequate blood supply, not just emergency response.",myths_misconceptions,"myth, disasters, daily need, surgeries"
MM_011,Do I need to know my blood type to donate?,"No, you don't need to know your blood type to donate. The blood bank will type your blood and tell you your type. First-time donors often learn their blood type through donation. Once you know your type, keep it for future reference. Type also appears on your donor card.",myths_misconceptions,"myth, blood type, donor card"
MM_012,Can I donate blood if I'm afraid of needles?,"Yes! Many people start as nervous donors and become regulars. The needle pinch only lasts a second. Staff are experienced with nervous donors and will help. Look away, distract yourself, bring a friend. Most first-timers say 'that wasn't bad at all!' afterward.",myths_misconceptions,"myth, afraid, needles, nervous"
MM_013,Will donating blood reduce my immunity?,"No, blood donation does not weaken your immune system. White blood cells are only about 1% of blood volume. Your immune system remains fully functional. You're not more susceptible to illness. The health screening before donation ensures only healthy people donate.",myths_misconceptions,"myth, immunity, immune system, white blood cells"
MM_014,Is blood donation only for young people?,"No, adults of all ages donate. As long as you're 18-65 and meet health criteria, you can donate. Many older adults are dedicated donors. In fact, older donors are often more reliable and consistent. Age alone doesn't disqualify you - health does.",myths_misconceptions,"myth, young, age, older donors"
TR_001,Can I donate blood after international travel?,"Travel to some countries requires waiting periods due to disease risk: Malaria areas - 3-12 month wait, UK/Ireland during mad cow disease risk period (1980-1996) may defer you, Areas with recent outbreaks may have restrictions. Always inform staff about recent travel - honesty is crucial for blood safety.",travel_restrictions,"travel, international, malaria, waiting period"
TR_002,What is the waiting period after visiting a malaria-endemic area?,"If you've traveled to a malaria-endemic area, the waiting period is typically 3-12 months depending on: Length of stay, Whether you took malaria prophylaxis, Whether you had any symptoms. Short trips with prophylaxis may have shorter waits. Always inform staff about recent travel.",travel_restrictions,"malaria, waiting period, prophylaxis, travel"
TR_003,Can I donate blood after traveling to the UK or Europe?,Travel to the UK during 1980-1996 for cumulative 3+ months may cause deferral due to theoretical mad cow disease (vCJD) risk. Military personnel stationed in certain areas may have longer restrictions. Policies vary by country and are updated as research evolves. Inform staff about European travel.,travel_restrictions,"UK, Europe, mad cow disease, vCJD"
TR_004,What travel affects blood donation eligibility?,"Travel that affects eligibility includes: Malaria-endemic areas (waiting period 3-12 months), Areas with recent Ebola outbreaks, Areas with Zika virus risk, Extended UK/Europe travel during 1980-1996. Always disclose recent travel - blood safety depends on donor honesty.",travel_restrictions,"travel, malaria, Ebola, Zika, UK"
TR_005,Can I donate blood if I recently moved from another country?,"Recent immigration from certain countries may require evaluation: Malaria risk areas may have waiting periods, Some disease exposures require deferral, Extended stays in certain areas matter. Inform staff about your country of origin and recent travel. You may be eligible or need to wait.",travel_restrictions,"immigration, moved, country, waiting period"
TS_001,What tests are performed on donated blood?,"Every donation undergoes infectious disease testing: HIV 1 and 2, Hepatitis B and C, Syphilis, West Nile Virus, HTLV (in some regions), Chagas disease (in endemic areas). Also blood typed (ABO and Rh) and screened for unexpected antibodies. Any positive test means the blood is discarded and donor is notified.",testing_screening,"tests, HIV, hepatitis, syphilis, blood type"
TS_002,Will I be told if my donated blood tests positive?,"Yes, you will be notified if any test is positive. This is done confidentially, usually by phone or certified letter. You'll be referred for follow-up testing and medical care. Positive test results may temporarily or permanently affect your ability to donate. Your privacy is protected.",testing_screening,"positive test, notified, confidential, privacy"
TS_003,What if I'm notified about a positive test result?,"If notified about a positive test: Follow up with your doctor for confirmatory testing, Follow medical advice and any treatment, Understand this may affect future donation eligibility, Don't be alarmed - screening tests can have false positives, Confirmatory testing is needed before diagnosis.",testing_screening,"positive test, doctor, confirmatory, diagnosis"
TS_004,Is donor health information kept confidential?,"Yes, all health information is strictly confidential. Health history interviews are private. Test results are confidential. Your information is protected by law and medical ethics. Information is only shared with medical personnel involved in the donation process.",testing_screening,"confidential, privacy, medical ethics"
TS_005,What happens during the health screening?,"Health screening includes: Private health history questionnaire (personal habits, medications, travel, medical history), Mini-physical (temperature, blood pressure, pulse, hemoglobin test), Confidential interview to discuss any concerns. Be honest - your answers protect your health and blood safety.",testing_screening,"screening, questionnaire, physical, confidential"
TS_006,What questions are asked during donor screening?,"Questions cover: Recent illnesses and symptoms, Medications taken, Recent tattoos/piercings, Travel history, High-risk behaviors, Medical history, Pregnancy status. Questions ensure donor safety and blood quality. Honesty is essential even if you want to donate.",testing_screening,"questions, screening, medications, travel"
TS_007,Can I donate if I don't want to answer certain questions?,"You must answer all screening questions to donate. If you're uncomfortable answering or your answer would disqualify you, you can confidentially indicate you shouldn't donate. Blood centers have procedures for this. Donating when ineligible puts recipients at risk.",testing_screening,"questions, screening, confidential, risk"
TS_008,What happens if I'm deferred from donating?,"If deferred, you'll be told the reason and how long the deferral lasts. Some deferrals are temporary (wait a few days to months), some are permanent. If temporarily deferred, you can donate after the waiting period. If permanent, you can help in other ways (volunteering, encouraging others).",testing_screening,"deferred, temporary, permanent, waiting"
FTD_001,What should first-time donors know?,"For first-time donors: Bring valid ID, Eat iron-rich foods and drink extra water, Get good sleep, Bring a friend for support if nervous, Expect the process to take 45-60 minutes, Be honest during health screening, Rest after donation, Feel proud - you're saving lives!",first_time_donors,"first-time, nervous, process, saving lives"
FTD_002,What happens at my first blood donation?,"First donation steps: 1) Register with ID, 2) Complete health history privately, 3) Get mini-physical, 4) Sit in donation chair, 5) Needle inserted (quick pinch!), 6) Donation takes 8-10 minutes, 7) Bandage applied, 8) Rest with snacks for 15 minutes. Staff guide you through everything.",first_time_donors,"first donation, steps, needle, process"
FTD_003,Will I be nervous during my first donation?,"It's completely normal to be nervous! Most donors were nervous their first time. Staff are experienced at helping nervous donors. The anticipation is worse than the actual donation. Most first-timers say 'that wasn't bad!' afterward. You can bring a friend, listen to music, or just take deep breaths.",first_time_donors,"nervous, first time, staff, friend"
FTD_004,Can I bring someone to my blood donation?,"Yes! Bring a friend or family member for support. They can wait with you, sit nearby during donation, and help with transportation. Many people find it helps to have someone with them. Your guest can also learn about donation and possibly become a donor themselves!",first_time_donors,"bring someone, friend, support, transportation"
FTD_005,How do I prepare for my first blood donation?,"Preparation checklist: Eat iron-rich meal 2-3 hours before, Drink extra water starting day before, Get good sleep night before, Bring valid ID (CNIC), Know list of medications, Wear comfortable shirt with sleeves that roll up, Bring friend for support if desired.",first_time_donors,"prepare, iron-rich, water, sleep, ID"
FTD_006,What if I can't complete my first donation?,"If you can't complete donation (faint, veins difficult, etc.), it's completely okay. Not everyone completes their first donation. You can try again later. Staff may suggest trying different techniques or a different donation type. Don't feel bad - attempting donation shows you care.",first_time_donors,"can't complete, faint, veins, okay"
FTD_007,Will I be notified of my blood type after first donation?,"Yes! After your first donation, you'll receive your blood type (A+, B-, O+, etc.). It will be on your donor card. Knowing your blood type is useful information. Many people learn their blood type through donation. Keep your donor card for future reference.",first_time_donors,"blood type, donor card, notification"
FTD_008,Can I donate blood if I've never donated before?,"Absolutely! New donors are always welcome. Blood centers rely on first-time donors becoming regular donors. If you meet eligibility criteria, there's no reason not to donate. Your first donation is just the beginning of a life-saving habit.",first_time_donors,"first-time, new donors, eligible, habit"
FTD_009,What should I expect after my first donation?,"After first donation: You'll feel proud of helping others, May be slightly tired for a few hours (normal), Will receive donor card with blood type, Can donate again in 56 days, May be contacted about future donation needs, Might even become a regular donor!",first_time_donors,"after donation, proud, donor card, regular"
RD_001,How many times can I donate blood?,Healthy adults can donate up to 6 times per year (every 56 days). Some countries with 84-day intervals allow 4 times yearly. Platelets can be donated up to 24 times yearly. There's no lifetime maximum - many people have donated 100+ times over their lifetime.,regular_donors,"frequency, 6 times, 56 days, lifetime"
RD_002,What is a regular blood donor?,"A regular donor donates consistently, typically 2-4 times per year. They maintain eligibility between donations and are committed to helping maintain blood supply. Regular donors are the backbone of blood banking - they provide reliable blood supply and can be counted on.",regular_donors,"regular donor, consistent, backbone"
RD_003,Do regular donors get any special recognition?,"Yes! Many centers recognize regular donors: Awards at milestones (10, 25, 50, 100 donations), Donor recognition programs with pins/medals, Special events for long-term donors, Some centers have halls of fame. Recognition varies by center but appreciation is universal.",regular_donors,"recognition, milestones, awards, pins"
RD_004,Can I donate blood for many years?,"Yes! Many people donate from age 18 well into their 60s and beyond. As long as you stay healthy and meet criteria, you can continue. Some donors have given 100+ donations over decades. Regular donation is a lifelong habit for many generous people.",regular_donors,"many years, decades, 100+ donations"
RD_005,What happens if I take a break from donating?,"Taking a break is fine! Health, life circumstances, or personal reasons may require breaks. When you return, you'll go through screening again. Your donor number stays the same. You're always welcomed back. Regular donors who return after breaks become regular again.",regular_donors,"break, return, screening"
RD_006,How do I maintain my eligibility as a regular donor?,"Stay eligible by: Maintaining healthy iron levels (iron-rich diet), Keeping chronic conditions controlled, Avoiding high-risk behaviors, Following waiting periods between donations, Being honest during health screening, Staying healthy overall. Healthy donors make regular donors.",regular_donors,"eligibility, iron, healthy, screening"
FC_001,Where can I donate blood in Pakistan?,"Blood donation centers in Pakistan: Pakistan Red Crescent Society (nationwide), Edhi Blood Bank (multiple cities), Fatimid Foundation (Karachi, other cities), Indus Hospital (Karachi), Shaukat Khanum Hospital (Lahore), Government hospital blood banks, Private hospital blood banks. Use our app to find nearby centers.",finding_centers,"Pakistan, centers, Red Crescent, Edhi"
FC_002,How do I find a blood donation center near me?,"Find centers through: Our Blood Donation App (shows nearby centers), Pakistan Red Crescent website, Edhi Foundation website, Hospital directories, Calling 115 (health helpline in some provinces). Many centers have websites with hours and contact information.",finding_centers,"find, nearby, app, website"
FC_003,Do I need an appointment to donate blood?,"It depends on the center. Many accept walk-ins, but appointments reduce wait time. For first donation or apheresis (platelets, plasma), appointments are usually required. During high demand or emergencies, walk-ins are especially welcome. Call ahead or check the center's policy.",finding_centers,"appointment, walk-ins, wait time"
FC_004,What are the typical blood bank hours?,"Hours vary by center: Most open 8 AM - 8 PM, Some have extended evening hours, Weekend hours vary (many open Saturday-Sunday), During emergencies, extended hours. Regular business hours are common for hospital-based banks. Call or check online for specific hours.",finding_centers,"hours, 8 AM, 8 PM, weekend"
FC_005,Can I donate blood at mobile blood drives?,"Yes! Mobile blood drives are held at: Workplaces, Schools/Universities, Religious centers, Community events, Shopping malls. Mobile drives are convenient and reach many people. Watch for announcements in your community. Use our app to find scheduled drives.",finding_centers,"mobile drives, workplace, schools, events"
FC_006,Are blood donation centers safe and clean?,"Yes, blood donation centers maintain high standards of cleanliness and safety. All equipment is sterile and disposable. Staff are trained in safety procedures. Centers are regularly inspected. The entire process is designed with donor and recipient safety as top priority.",finding_centers,"safe, clean, sterile, inspected"
BC_001,What are blood components?,"Blood has several components: Red blood cells (carry oxygen), Platelets (help clotting), Plasma (liquid containing proteins and clotting factors), White blood cells (immune system). Donated blood is separated so each component can help different patients. One donation helps up to 3 patients.",blood_components,"components, red cells, platelets, plasma"
BC_002,What are red blood cells used for?,"Red blood cells treat: Anemia from blood loss, Surgery patients, Trauma and accident victims, Cancer patients during chemotherapy, Sickle cell disease patients, Bone marrow failure. Red cells carry oxygen and are crucial for many conditions. They have 42-day shelf life.",blood_components,"red cells, anemia, surgery, trauma"
BC_003,What are platelets used for?,"Platelets help blood clot and are used for: Cancer patients (especially leukemia), Bone marrow transplant patients, Chemotherapy patients, Surgery patients with clotting problems, Dengue fever patients. Platelets only last 5-7 days, so constant donations are needed.",blood_components,"platelets, clotting, cancer, leukemia"
BC_004,What is plasma used for?,"Plasma treats: Burn victims, Shock/trauma patients, Clotting factor deficiencies, Liver disease, Immune deficiencies, Hemophilia. Plasma can be frozen for up to 1 year. AB plasma is especially valuable as the universal plasma type.",blood_components,"plasma, burns, trauma, hemophilia"
